,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9899641424186603,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7066235957963026,0.0,0.0,0.0,0.0,0.0,0.16956678993953905,0.0
2,0.0,0.0,0.9585421122850217,0.0,0.0,0.0,0.0,0.0,0.0386348636731684,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9282050990091357,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8962962245276993,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.38936206433412357,0.0,0.0,0.6040221509446271,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8833331651442963,0.0
7,0.0,0.0,0.9725489876488617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.9890195965196157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.3475916503424932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6441543628041677,0.0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.9698924156827031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0,0.0,0.9972709475020046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9533333025724129,0.0,0.0
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9151514373829894,0.0,0.0,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8666665941894045,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.0,0.0,0.8323203962278357,0.0,0.0,0.0,0.0,0.13558079142750612,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,0.0,0.0,0.9945419038868609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9698924339357734,0.0,0.0,0.0,0.0,0.0,0.0
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9953565453027089,0.0,0.0,0.0
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9725489954222404
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9747747314666019
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9151514727850738,0.0,0.0,0.0,0.0,0.0,0.0
22,0.013333335878924421,0.01333333334490859,0.013333339269400321,0.013333333333359699,0.2527433739338888,0.013333333877825775,0.013333333333345423,0.5739232377944172,0.013333344765898857,0.013333333791892917,0.013333334082467285,0.013333362466907814,0.013333333412027448,0.013333336578906696,0.013333334135828859
23,0.0,0.0,0.04304368699592461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9493353382397016,0.0,0.0
24,0.9782945392490994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,0.06666666666666668,0.06666666666666668,0.06666666666666668,0.06666666666666668,0.06666666666666668,0.06666666666666668,0.06666666666666668,0.06666666666666668,0.06666666666666668,0.06666666666666668,0.06666666666666668,0.06666666666666668,0.06666666666666668,0.06666666666666668,0.06666666666666668
26,0.0,0.0,0.0,0.0,0.0,0.0,0.6896044904797711,0.0,0.0,0.0,0.0,0.29372882005510653,0.0,0.0,0.0
27,0.0,0.9594202327611668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,0.0,0.0,0.0,0.0,0.0,0.9453074982602945,0.0,0.0,0.0,0.0,0.0,0.0519926001867194,0.0,0.0,0.0
29,0.0,0.0,0.0,0.0,0.0,0.0,0.9282050444545954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9481480972793859,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9678160477357479,0.0,0.0,0.0,0.0,0.0
32,0.013333347527046254,0.013333337604033954,0.013333345447282135,0.01333333714905248,0.01333334899184431,0.013333349286691679,0.013333342719311008,0.013333363274247183,0.8133331519197717,0.013333340287898334,0.013333339183838286,0.013333369747003271,0.013333344016099475,0.013333342159915265,0.013333340685964725
33,0.2904901990914239,0.0,0.1730882043317433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5114215471414929,0.0,0.0,0.0,0.0
34,0.013333335140177822,0.013333333343731416,0.013333342266426471,0.013333333333339237,0.013333340207368717,0.013333333950500653,0.013333333345211574,0.8133332911919242,0.01333334166554831,0.013333337089784573,0.013333333875484885,0.013333341191650572,0.013333333592928038,0.013333335895267943,0.013333333910655207
